hash_id,id,hn,sample_collection_date,date_of_submission,sex,species,submitted_sample,collect_method,vitek_id,bact_species,bact_genus,vet_read,vet_recommend,report_issued_date,filename,S/I/R_amikacin,S/I/R_amoxicillin/clavulanic acid,S/I/R_ampicillin,S/I/R_cefalexin,S/I/R_cefalotin,S/I/R_cefovecin,S/I/R_cefpodoxime,S/I/R_ceftiofur,S/I/R_chloramphenicol,S/I/R_doxycycline,S/I/R_enrofloxacin,S/I/R_esbl,S/I/R_gentamicin,S/I/R_imipenem,S/I/R_marbofloxacin,S/I/R_neomycin,S/I/R_nitrofurantoin,S/I/R_piperacillin,S/I/R_polymyxin b,S/I/R_pradofloxacin,S/I/R_rifampicin,S/I/R_tetracycline,S/I/R_tobramycin,S/I/R_trimethoprim/sulfamethoxazole,amikacin,amoxicillin/clavulanic acid,azithromycin,cefalexin,cefazolin,cefixime,cefovecin,cefpodoxime,ceftriaxone,chloramphenicol,clindamycin,doxycycline,enrofloxacin,fluconazole,fosfomycin,gentamicin,imipenem,marbofloxacin,metronidazole,minocycline,nitrofurantoin,piperacillin/tazobactam,polymyxin b,pradofloxacin,rifampicin,tetracycline,trimethoprim/sulfamethoxazole,vancomycin
-8504066048837566908,GN_2508,6007384,2020-01-13,2020-01-13,male,dog,ub mucosa,unknown,GN,pseudomonas aeruginosa,pseudomonas,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2020-01-17,6007384_17.01.2020_GN_2020.docx,R,,,,,,,,,,S,,R,S,S,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-8655786283745456178,GN_2337,6215119,2019-12-12,2019-12-12,female,dog,nasal mucosa,unknown,GN,sphingomonas paucimobilis,sphingomonas,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-12-13,6215119_18.12.2019_GN.docx,S,,,,,,,,R,S,I,,S,S,R,,,,,,,R,,R,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-8016492422057958758,GN_1326,5400033,2018-10-11,2018-10-11,male,dog,urine,catheterization,GN,escherichia coli,escherichia,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2018-10-17,5400033_05.10.2018_GN.docx,S,R,R,R,,R,R,R,I,,R,-,R,S,R,,S,R,,,,R,S,R,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
-7650340027169811885,GN_1752,6014164,2019-07-08,2019-07-08,female,dog,wound,unknown,GN,escherichia coli,escherichia,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-07-11,6014164_11.07.2019_GN.docx,S,R,R,R,,S,S,S,S,,R,-,R,S,R,,S,R,,,,S,R,S,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2048407668128258030,GN_1693,5913546,2019-11-18,2019-11-18,male,dog,urine,cystocentesis,GN,klebsiella pneumoniae ssp pneumoniae,klebsiella,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-11-21,5913546_21.11.2019_GN.docx,S,I,R,R,R,R,R,R,S,S,R,+,R,S,R,I,I,,,R,,S,,S,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
-2592855829064105246,GN_1399,รพส.สุวรรณชาด สะพานสูง (Tom),2018-10-16,,male,dog,urine,cystocentesis,GN,klebsiella pneumoniae ssp pneumoniae,klebsiella,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2018-10-19,รพส.สุวรรณชาด สะพานสูง (Tom)_19.10.2018_GN.docx,S,R,R,R,,R,R,I,R,,R,-,R,S,R,,S,R,,,,R,R,S,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4698811405309949730,GN_994,6103678,2018-04-02,2018-04-02,male,cat,ub mucosa,unknown,GN,pantoea spp,pantoea,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2018-04-09,6103678_09.04.2018_GN.docx,R,S,,I,,R,S,S,S,,R,,R,S,R,,S,S,,,,S,R,S,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-5835156714419249321,GN_418,5907215,2017-03-28,2017-03-28,male,dog,prostate,unknown,GN,escherichia coli,escherichia,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,อ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2017-03-31,5907215(2)_31.03.2017_GN.docx,S,S,,R,,S,S,S,S,,S,-,S,S,S,,S,S,,,,S,S,S,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
5082497712099141485,GN_656,6010782,2017-07-17,2017-07-17,male,cat,exudate,unknown,GN,citrobacter youngae,citrobacter,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2017-07-27,6010782_27.07.2017_GN.docx,S,R,,R,,S,S,S,S,,S,,S,S,S,,S,S,,,,S,S,S,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1756925248215621399,GN_786,6017645,2017-11-28,2017-11-28,male,dog,prostate,unknown,GN,pseudomonas aeruginosa,pseudomonas,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2017-12-06,6017645_06.12.2017_GN.docx,S,R,R,R,,R,R,R,R,,R,,S,S,R,,R,S,S,,,R,S,R,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
7697732116749522237,GN_2479,6216857,2020-01-03,2020-01-03,male,dog,other,unknown,GN,klebsiella pneumoniae ssp pneumoniae,klebsiella,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2020-01-08,6216857_08.01.2020_GN_2020.docx,S,S,R,S,S,S,S,S,S,S,R,-,S,S,R,S,I,,,R,,S,,S,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-1157964126041490932,GN_3040,6307871,2020-07-06,2020-07-06,male,cat,open wound,unknown,GN,pasteurella multocida,pasteurella,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2020-07-15,6307871_15.07.2020_GN_2020.docx,,S,S,S,,,S,S,S,,S,,S,S,S,S,,,,S,,S,,S,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-4290913550142990522,GN_3066,6309159,2020-08-08,2020-08-08,unknown,cat,bite wound,unknown,GN,stenotrophomonas maltophilia,stenotrophomonas,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2020-08-14,6309159_14.08.2020_GN_2020.docx,,,,,,,,,,,,,,,,,,,,,,,,S,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
7218501092791426263,GN_966,6103557,2018-03-07,2018-03-07,male,cat,wound,unknown,GN,pseudomonas aeruginosa,pseudomonas,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2018-03-12,6103557_12.03.2018_GN.docx,S,R,R,R,,R,R,R,R,,I,,S,I,S,,R,S,S,,,R,S,R,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
7897053413026488877,GN_2071,6206842,2019-06-30,2019-06-30,female,dog,open wound,unknown,GN,pseudomonas aeruginosa,pseudomonas,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-07-04,6206842_04.07.2019_GN.docx,S,,,,,,,,,,I,,S,S,S,,,S,,,,,S,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-6066751433780292298,GN_3209,6315111,2020-12-14,2020-12-14,female,cat,pleural effusion,unknown,GN,pasteurella multocida,pasteurella,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2020-12-18,6315111_18.12.2020_GN_2020.docx,,S,S,S,,,S,S,S,,S,,I,S,S,S,,,,S,,S,,S,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-5008894497521721475,GN_1467,Vet Clinical Center,2018-11-17,2018-11-19,unknown,dog,swab,unknown,GN,proteus mirabilis,proteus,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2018-11-22,Vet Clinical Center_22.11.2018_GN_Lt ear.docx,S,S,S,S,,S,S,S,S,,S,,S,,S,,R,S,,,,R,S,S,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
6569881239008879497,GN_1939,6202565,2019-12-13,2019-12-13,male,dog,wound,unknown,GN,pseudomonas aeruginosa,pseudomonas,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-12-19,6202565_19.12.2019_GN.docx,S,,,,,,,,,,S,,S,S,S,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
4289313712796673947,GN_2658,5904550,2020-03-11,2020-03-11,female,dog,urine,cystocentesis,GN,pseudomonas aeruginosa,pseudomonas,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2020-03-18,5904550_18.03.2020_GN_2020.docx,S,,,,,,,,,,R,,S,S,R,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
4032632857050528845,GN_701,6013733,2017-10-16,2017-10-16,male,dog,ub mucosa,unknown,GN,escherichia coli,escherichia,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2017-10-20,6013733_20.10.2017_GN.docx,S,S,R,S,,S,S,S,S,,S,-,S,S,S,,S,S,,,,S,S,S,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-2195702219892106327,GN_1463,6116357,2018-11-20,2018-11-20,male,dog,urine,catheterization,GN,klebsiella pneumoniae ssp pneumoniae,klebsiella,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2018-11-26,6116357_26.11.2018_GN.docx,S,S,R,S,,S,S,S,S,,S,-,S,S,S,,S,R,,,,S,S,S,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-1051681276178067279,GN_2122,6208390,2019-07-04,2019-07-04,female,dog,urine,cystocentesis,GN,escherichia coli,escherichia,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-07-09,6208390_09.07.2019_GN.docx,S,S,R,S,,S,S,S,R,,R,-,R,S,R,,S,R,,,,R,I,S,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-7461281360244685063,GN_1368,6113765,2018-10-10,2018-10-10,male,dog,bite wound,unknown,GN,enterobacter cloacae complex,enterobacter,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2018-10-16,6113765_16.10.2018_GN.docx,R,R,,R,,R,R,R,I,,R,,R,S,R,,S,R,,,,S,R,R,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8442411127841105962,GN_3325,รพส.ทองหล่อ พระราม 9 (สโคน),2021-01-20,2021-01-20,female,dog,other,unknown,GN,pseudomonas aeruginosa,pseudomonas,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2021-01-27,รพส.ทองหล่อ พระราม 9 (สโคน)_27.01.2021_GN_2021.docx,S,,,,,,,,,,I,,S,S,S,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
-7418556441232012155,GN_3283,Exvetlab (A127),2021-05-03,2021-05-03,female,dog,urine,unknown,GN,proteus mirabilis,proteus,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2021-05-11,Exvetlab (A127)_11.05.2021_GN_2021.docx,S,I,R,R,R,R,R,R,R,R,R,,R,R,R,S,R,,,R,,R,,R,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
124398333005658337,GN_2103,6207745,2019-06-21,2019-06-21,female,dog,surgical site,unknown,GN,sphingobacterium thalpophilum,sphingobacterium,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-07-01,6207745_01.07.2019_GN.docx,R,,,,,,,,S,,I,,R,S,S,,,S,,,,R,R,S,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
8244459803974341854,GN_1980,6203993,2019-03-28,2019-03-28,unknown,cat,wound,unknown,GN,escherichia coli,escherichia,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-04-02,6203993_02.04.2019_GN.docx,S,R,R,R,,S,S,S,S,,I,-,S,S,S,,S,R,,,,R,S,R,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
5542408651214777115,GN_3311,VCC (ปาร์ตี้),2020-10-21,2020-10-21,unknown,dog,other,other,GN,proteus mirabilis,proteus,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2020-10-28,VCC (ปาร์ตี้)_28.10.2020_GN_2020.docx,S,S,S,I,S,S,S,S,S,R,S,,S,R,S,R,R,,,S,,R,,S,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5973936737472107526,GN_873,6101021,2018-01-22,2018-01-22,male,dog,exudate,unknown,GN,morganella morganii ssp morganii,morganella,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2018-01-26,6101021_26.01.2018_GN.docx,S,R,R,R,,,,S,S,,S,,S,,S,,R,S,,,,R,S,S,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
3089200208751227753,GN_2407,รพส.ทองหล่อ พระราม 9 (Almond),2019-08-31,2019-09-03,unknown,dog,other,unknown,GN,neisseria animaloris,neisseria,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-09-11,รพส.ทองหล่อพระราม 9 (Almond)1_11.09.2019_GN_Disk Diffusion Test.docx,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-701426715301582270,GN_1849,6115224,2019-09-10,2019-09-10,male,dog,urine,catheterization,GN,pseudomonas aeruginosa,pseudomonas,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-09-18,6115224_18.09.2019_GN.docx,R,,,,,,,,,,R,,R,I,R,,,I,,,,,R,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
6950836670156150440,GN_2059,6206416,2019-07-17,2019-07-17,male,dog,urine,catheterization,GN,klebsiella pneumoniae ssp pneumoniae,klebsiella,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-07-23,6206416_23.07.2019_GN.docx,S,S,R,S,,S,S,S,S,,S,-,S,S,S,,S,R,,,,S,S,S,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2472072172899593742,GN_1841,6114699,2019-02-07,2019-02-07,female,dog,urine,cystocentesis,GN,klebsiella pneumoniae ssp pneumoniae,klebsiella,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-02-13,6114699_13.02.2019_GN.docx,I,R,R,R,,R,R,R,R,,R,-,S,S,R,,R,R,,,,R,R,R,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
