id,hn,species,submitted_sample,collect_method,vitek_id,bact_species_1,bact_family,amikacin,amoxicillin/clavulanic acid,ampicillin,cefalexin,cefalotin,cefovecin,cefpodoxime,ceftiofur,chloramphenicol,doxycycline,enrofloxacin,esbl,gentamicin,imipenem,marbofloxacin,neomycin,nitrofurantoin,piperacillin,polymyxin b,pradofloxacin,rifampin,tetracycline,tobramycin,trimethoprim/sulfamethoxazole,answer0,answer1,answer2,answer3,answer4,answer5,answer6,answer7,answer8,answer9,answer10,answer11,answer12,ans_trimethoprim/sulfamethoxazole,ans_marbofloxacin,ans_cefovecin,ans_amoxicillin/clavulanic acid,ans_amikacin,ans_imipenem,ans_enrofloxacin,ans_cefalexin,ans_nitrofurantoin,ans_gentamicin,ans_doxycycline,ans_cefixime,ans_fosfomycin,ans_ceftriaxone,ans_piperacillin,ans_pradofloxacin,ans_metronidazole,ans_cefazolin,ans_colistin (polymyxin e),ans_tetracycline,ans_clindamycin,filename
90,5909664,dog,ปัสสาวะ,Cystocentesis,GN,escherichia coli,escherichia,S,R,R,R,,R,R,R,S,,R,+,S,S,R,,S,R,,,,R,S,R,nitrofurantoin,amikacin,,,,,,,,,,,,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,
91,5910651,dog,UB mucosa,-,GN,unknown,unknown,S,S,S,R,,S,S,S,S,,S,,S,,S,,R,S,,,,R,S,S,amoxicillin/clavulanic acid,trimethoprim/sulfamethoxazole,cefovecin,,,,,,,,,,,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
92,5910989,dog,HAM : พัฒนเวศน์,,GN,pseudomonas aeruginosa,pseudomonas,S,R,R,R,,R,R,R,R,,S,,S,I,S,,R,S,S,,,R,S,R,marbofloxacin,enrofloxacin,,,,,,,,,,,,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
93,5911006,cat,urine,-,GN,unknown,unknown,S,S,R,R,,S,S,S,S,,R,-,R,S,R,,S,I,,,,R,I,R,cefovecin,amikacin,,,,,,,,,,,,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
94,5911043,cat,abdominal fluid,-,GN,unknown,unknown,S,I,R,R,,S,S,S,S,,S,-,S,S,S,,S,R,S,,,R,S,,marbofloxacin,cefovecin,amikacin,,,,,,,,,,,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
95,5911066,dog,wound,,GN,klebsiella pneumoniae ssp pneumoniae,klebsiella,R,R,R,R,,R,R,R,S,,R,+,R,S,R,,S,R,,,,R,R,S,imipenem,,,,,,,,,,,,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
96,5911068,dog,purulent exudate from lt. ear,-,GN,unknown,unknown,,,,,,,,,R,,S,,S,,S,,R,,S,,,R,S,,enrofloxacin,marbofloxacin,,,,,,,,,,,,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
97,5911147,cat,UB mucosa,-,GN,unknown,unknown,R,R,R,R,,R,R,R,R,,R,-,R,S,R,,S,R,,,,R,R,R,imipenem,,,,,,,,,,,,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
98,5911282,dog,Urine,-,GN,unknown,unknown,S,S,R,S,,S,S,S,S,,R,-,R,S,R,,S,I,,,,R,I,,amikacin,,,,,,,,,,,,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
99,5911282,dog,urine,catheterization,GN,unknown,unknown,S,S,R,R,,S,S,S,S,,R,-,R,S,R,,S,I,,,,R,I,R,amikacin,,,,,,,,,,,,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
100,5911339,dog,stump pyometra,-,GN,unknown,unknown,S,R,R,R,,R,R,R,S,,R,+,R,S,R,,S,R,,,,R,I,,amikacin,imipenem,,,,,,,,,,,,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
101,5911006,dog,urine,-,GN,unknown,unknown,S,R,R,R,,S,S,S,R,,S,-,S,S,S,,S,R,,,,R,S,R,cefovecin,amikacin,,,,,,,,,,,,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
102,5911564,dog,Urine,Catheterization,GN,klebsiella pneumoniae ssp pneumoniae,klebsiella,S,S,R,S,,R,S,S,R,,S,-,S,S,S,,I,R,,,,R,S,S,enrofloxacin,marbofloxacin,cefovecin,amoxicillin/clavulanic acid,,,,,,,,,,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
103,5911573,cat,fluid from hepatic cyst,-,GN,unknown,unknown,S,I,R,R,,I,S,S,I,,R,-,R,S,R,,S,R,S,,,R,I,,ceftriaxone,amikacin,,,,,,,,,,,,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,
104,5911680,dog,Urine (pyuria),-,GN,unknown,unknown,S,R,R,R,,R,R,R,S,,R,+,R,R,R,,S,R,,,,R,I,R,amikacin,,,,,,,,,,,,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
105,5911804,dog,exudate,-,GN,unknown,unknown,S,R,,R,,S,,S,S,,S,,S,S,S,,R,S,,,,R,S,S,cefovecin,,,,,,,,,,,,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
106,5911929,cat,urine,-,GN,unknown,unknown,S,R,R,R,,R,R,R,I,,R,+,S,R,R,,S,R,,,,R,S,R,gentamicin,amikacin,,,,,,,,,,,,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
107,5912219,dog,wound (bed sore แผลลึกถึง femur),-,GN,unknown,unknown,S,S,R,R,,R,R,R,R,,R,-,S,S,R,,R,I,,,,R,S,R,gentamicin,amikacin,,,,,,,,,,,,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
108,5912504,dog,abscess,-,GN,unknown,unknown,,,,,,,,,R,,R,,R,,R,,R,,S,,,R,R,,amikacin,,,,,,,,,,,,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
109,5912700,dog,Urine,-,GN,unknown,unknown,S,S,R,R,,S,S,S,S,,S,-,S,S,S,,S,R,,,,S,S,S,trimethoprim/sulfamethoxazole,cefovecin,,,,,,,,,,,,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
110,5912719,cat,abscess at abdominal area,-,GN,unknown,unknown,S,S,,R,,S,S,S,,,S,,S,S,S,,,S,,,,,S,,marbofloxacin,,,,,,,,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
111,5912868,dog,pus,,GN,klebsiella pneumoniae ssp pneumoniae,klebsiella,R,R,R,R,,R,R,R,R,,R,+,R,S,R,,R,R,,,,R,R,R,imipenem,,,,,,,,,,,,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
112,5913029,dog,UB mucosa,-,GN,unknown,unknown,S,S,R,R,,S,S,S,S,,R,-,S,S,R,,S,R,,,,S,S,S,amikacin,nitrofurantoin,amoxicillin/clavulanic acid,cefovecin,,,,,,,,,,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,
113,5913029,dog,Urine,Catheterization pH5,GN,escherichia coli,escherichia,S,S,R,R,,S,S,S,I,,R,-,S,S,R,,S,R,,,,S,S,S,amikacin,nitrofurantoin,amoxicillin/clavulanic acid,cefovecin,,,,,,,,,,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,
114,5913075,cat,Urine,catheterization,GN,unknown,unknown,S,R,R,R,,R,R,R,R,,S,,I,S,S,,R,S,S,,,R,S,,marbofloxacin,amikacin,,,,,,,,,,,,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
115,5913106,dog,rt ear mass,unk,GN,unknown,unknown,,R,R,R,,,R,R,R,,S,,I,S,S,,R,S,,,,R,S,,enrofloxacin,marbofloxacin,,,,,,,,,,,,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
116,5913106,dog,Ear exudate,-,GN,pseudomonas aeruginosa,pseudomonas,S,R,R,R,,R,R,R,R,,S,-,I,S,S,,R,S,S,,,R,S,R,enrofloxacin,marbofloxacin,,,,,,,,,,,,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
117,5913318,cat,urine,unk,GN,unknown,unknown,S,R,R,R,,R,R,R,R,,R,+,R,S,R,,S,R,,,,R,R,R,amikacin,imipenem,,,,,,,,,,,,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
118,5913475,cat,urine,catheterization,GN,unknown,unknown,S,S,,S,,S,S,S,S,,S,,S,S,S,,S,S,,,,S,S,S,amoxicillin/clavulanic acid,cefalexin,,,,,,,,,,,,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,
119,5913532,dog,urine,-,GN,klebsiella pneumoniae ssp pneumoniae,klebsiella,S,S,R,S,,S,S,S,S,,S,-,S,S,S,,S,S,,,,S,S,S,amoxicillin/clavulanic acid,cefovecin,,,,,,,,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
120,5913561,dog,ub mucosa/ urine from ureter,unk,GN,unknown,unknown,S,S,R,R,,S,S,S,R,,R,,S,S,R,,S,R,,,,R,S,R,amoxicillin/clavulanic acid,cefovecin,,,,,,,,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
121,5913586,dog,Mass exudate,swabbing,GN,proteus mirabilis,proteus,S,S,S,R,,S,S,S,S,,S,,S,,S,,R,S,,,,R,S,S,amoxicillin/clavulanic acid,cefovecin,,,,,,,,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
122,5913762,cat,Urine,catheterization,GN,unknown,unknown,S,S,S,R,,S,S,S,S,,S,,S,,S,,R,S,,,,R,S,S,amoxicillin/clavulanic acid,cefovecin,,,,,,,,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
123,5913775,dog,Exudate from wound,-,GN,pseudomonas aeruginosa,pseudomonas,S,R,R,R,,R,R,R,R,,S,-,S,S,S,,R,S,S,,,R,S,R,enrofloxacin,marbofloxacin,,,,,,,,,,,,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
124,5913823,dog,UB mucosa,unk,GN,unknown,unknown,S,R,R,R,,,,S,R,,I,,R,,S,,R,S,,,,R,I,R,marbofloxacin,,,,,,,,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
125,5913836,cat,Abscess (abdomen),,GN,salmonella group,salmonella,S,S,S,S,,S,S,S,S,,S,,S,S,S,,S,S,,,,S,S,S,amoxicillin/clavulanic acid,cefovecin,,,,,,,,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
126,5913859,dog,exudate from abdomen,unk,GN,unknown,unknown,S,S,R,R,,R,R,R,R,,I,,R,S,S,,S,R,,,,R,S,S,amoxicillin/clavulanic acid,marbofloxacin,,,,,,,,,,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
127,5913953,dog,ub mucosa,unk,GN,unknown,unknown,S,S,R,R,,S,S,S,S,,I,-,S,S,S,,S,S,,,,S,S,S,amoxicillin/clavulanic acid,cefovecin,,,,,,,,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
128,5914172,dog,Urine,,GN,escherichia coli,escherichia,S,R,R,R,,R,R,R,I,,R,-,S,S,R,,S,S,,,,R,S,R,amikacin,nitrofurantoin,imipenem,,,,,,,,,,,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,
129,5914277,dog,otitis,-,GN,proteus mirabilis,proteus,S,S,S,R,,S,S,S,S,,I,,S,,S,,R,S,,,,R,S,S,amoxicillin/clavulanic acid,cefovecin,,,,,,,,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
130,5914414,cat,Fat necrosis,,GN,pseudomonas aeruginosa,pseudomonas,S,R,R,R,,R,R,R,R,,I,,S,I,S,,R,S,S,,,R,S,R,marbofloxacin,,,,,,,,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
131,5914520,dog,Pustule ใต้ท้อง,,GN,citrobacter koseri,citrobacter,S,S,,S,,S,S,S,S,,S,,S,S,S,,S,R,,,,S,S,S,amoxicillin/clavulanic acid,cefalexin,cefovecin,,,,,,,,,,,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,
132,5914522,dog,Urine,Cystocentesis pH=8,GN,proteus mirabilis,proteus,S,I,R,I,,S,S,,R,,R,,R,,R,,R,R,,,,R,R,R,cefovecin,amikacin,,,,,,,,,,,,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
133,5914727,cat,Urine,,GN,escherichia coli,escherichia,S,R,R,R,,R,R,R,I,,R,+,S,S,R,,S,R,,,,R,S,S,amikacin,nitrofurantoin,imipenem,,,,,,,,,,,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,
134,5914818,cat,Lt ear otitis media ตอนนี้ใช้ amc,,GN,escherichia coli,escherichia,S,R,R,R,,R,R,R,I,,R,-,R,S,R,,S,R,,,,R,I,R,amikacin,,,,,,,,,,,,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
135,5914845,dog,Exudate from wound,,GN,acinetobacter baumannii,acinetobacter,,R,R,R,,R,R,R,R,,S,,S,S,S,,R,S,S,,I,R,S,S,enrofloxacin,marbofloxacin,,,,,,,,,,,,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
136,5914867,cat,Pus from bite wound,,GN,pseudomonas aeruginosa,pseudomonas,R,R,R,R,,R,R,R,R,,S,,R,R,S,,R,I,,,,R,R,S,enrofloxacin,marbofloxacin,,,,,,,,,,,,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
137,5914881,cat,Urine,,GN,klebsiella pneumoniae ssp pneumoniae,klebsiella,R,R,R,R,,R,R,R,R,,R,-,R,S,R,,I,R,,,,R,R,R,imipenem,,,,,,,,,,,,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
138,5915051,dog,Urine,,GN,escherichia coli,escherichia,S,S,R,S,,S,S,S,S,,R,-,R,S,R,,S,I,,,,S,R,S,amoxicillin/clavulanic acid,cefalexin,cefovecin,marbofloxacin,,,,,,,,,,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,
139,5915051,dog,Bloody-purulent nasal discharge,,GN,escherichia coli,escherichia,S,R,R,R,,S,S,S,S,,I,-,R,S,S,,S,I,,,,S,I,S,amoxicillin/clavulanic acid,cefalexin,cefovecin,marbofloxacin,,,,,,,,,,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,
140,5915065,dog,หนองจากแผล,,GN,pseudomonas aeruginosa,pseudomonas,S,R,R,R,,R,R,R,R,,I,,S,S,S,,R,S,S,,,R,S,R,marbofloxacin,,,,,,,,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
141,5915136,dog,Urine,Catheterization,GN,klebsiella pneumoniae ssp pneumoniae,klebsiella,S,S,R,R,,R,S,R,R,,R,-,S,S,R,,I,R,,,,R,S,S,amoxicillin/clavulanic acid,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
142,5915139,dog,Tooth root abscess at rt. maxilla,,GN,acinetobacter lwoffii,acinetobacter,S,R,R,S,,S,S,S,S,,S,,S,S,S,,S,S,S,,R,S,S,S,metronidazole,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,
143,5915144,cat,Exudate from wound,,GN,pasteurella canis,pasteurella,S,S,,S,,S,S,S,S,,S,,S,S,S,,S,S,,,,,S,S,amoxicillin/clavulanic acid,cefovecin,,,,,,,,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
144,5915168,cat,WD @ Lt HL,,GN,escherichia coli,escherichia,S,,R,R,,S,S,S,S,,I,-,S,S,S,,S,,,,,R,S,R,cefovecin,marbofloxacin,,,,,,,,,,,,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
145,5915311,cat,Pleural effusion,,GN,pasteurella canis,pasteurella,S,S,,S,,S,S,S,S,,S,,S,S,S,,S,S,,,,,S,S,amoxicillin/clavulanic acid,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
146,5915332,cat,ช่องท้อง,,GN,unknown,unknown,,,,,,,,,,,,-,,,,,,,,,,,,,marbofloxacin,,,,,,,,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
147,5915351,cat,Urine,cystocentesis,GN,escherichia coli,escherichia,S,R,R,R,,S,S,S,S,,S,-,R,S,S,,S,I,,,,R,I,R,cefovecin,enrofloxacin,marbofloxacin,,,,,,,,,,,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
148,5915368,dog,Urine,,GN,escherichia coli,escherichia,S,S,R,R,,I,S,S,R,,R,-,S,S,R,,S,S,,,,R,S,S,amoxicillin/clavulanic acid,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
149,5915483,dog,exudate,,GN,aeromonas salmonicida,aeromonas,S,R,R,R,,R,R,R,R,,R,,I,R,R,,R,R,,,,R,I,R,amikacin,,,,,,,,,,,,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
150,5915535,dog,Exudates from mass @lt brachium,,GN,acinetobacter baumannii,acinetobacter,,R,R,R,,R,R,R,R,,S,,S,S,S,,R,I,S,,S,S,S,S,enrofloxacin,marbofloxacin,,,,,,,,,,,,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
151,5915572,dog,Wound กลางหลัง,,GN,pseudomonas putida,pseudomonas,S,R,R,R,,R,R,R,R,,I,,S,S,S,,R,S,,,,R,S,R,marbofloxacin,,,,,,,,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
152,5915681,cat,UB mucosa,,GN,klebsiella pneumoniae ssp pneumoniae,klebsiella,R,R,R,R,,R,R,R,R,,R,+,R,S,R,,S,R,,,,R,R,R,nitrofurantoin,imipenem,,,,,,,,,,,,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,
153,5915731,dog,Urine,,GN,klebsiella pneumoniae ssp pneumoniae,klebsiella,S,R,R,R,,R,R,R,S,,R,+,S,S,R,,S,R,,,,R,S,S,amikacin,nitrofurantoin,imipenem,,,,,,,,,,,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,
154,5915764,dog,Wound,,GN,pasteurella canis,pasteurella,S,S,,S,,S,S,S,S,,S,,S,S,S,,S,S,,,,,S,S,amoxicillin/clavulanic acid,cefovecin,,,,,,,,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
155,5915853,dog,Urine (cysto),Cystocentesis,GN,escherichia coli,escherichia,S,R,R,R,,R,R,R,R,,R,+,R,S,R,,S,R,,,,R,I,R,amikacin,nitrofurantoin,imipenem,,,,,,,,,,,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,
156,5915853,dog,UB mucosa,,GN,klebsiella pneumoniae ssp pneumoniae,klebsiella,R,R,R,R,,R,R,R,R,,R,-,R,S,R,,R,R,,,,R,R,R,amikacin,nitrofurantoin,imipenem,,,,,,,,,,,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,
157,5915897,cat,Left nasal exudates (rhinoscope),,GN,methylobacterium spp,methylobacterium,,,,,,,,,,,,,,,,,,,,,,,,,amoxicillin/clavulanic acid,marbofloxacin,,,,,,,,,,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
158,5915960,dog,Prostatic abscess,,GN,escherichia coli,escherichia,S,R,R,S,,R,S,S,R,,R,-,S,S,R,,S,R,,,,R,S,R,cefalexin,enrofloxacin,marbofloxacin,nitrofurantoin,,,,,,,,,,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,
159,5915960,dog,Urine,,GN,escherichia coli,escherichia,S,R,R,R,,R,R,R,R,,S,+,R,S,S,,S,R,,,,R,I,S,cefalexin,enrofloxacin,marbofloxacin,nitrofurantoin,,,,,,,,,,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,
160,5915960,dog,Prostatic abscess,,GN,escherichia coli,escherichia,S,R,R,R,,R,R,R,R,,S,+,R,S,S,,S,R,,,,R,I,S,cefalexin,enrofloxacin,marbofloxacin,nitrofurantoin,,,,,,,,,,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,
161,5916128,cat,Pus from endotracheal tube,,GN,pseudomonas aeruginosa,pseudomonas,S,R,R,R,,R,R,R,R,,I,,S,S,S,,R,S,S,,,R,S,R,marbofloxacin,,,,,,,,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
162,5916225,dog,Exudate from rt. ear,,GN,proteus mirabilis,proteus,S,S,R,S,,S,S,S,S,,R,,S,,R,,R,R,,,,R,S,R,amoxicillin/clavulanic acid,cefovecin,,,,,,,,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
163,5916309,cat,Wound (skull fracture),,GN,pantoea spp,pantoea,S,S,,R,,R,R,R,I,,S,,S,S,S,,R,S,,,,R,S,S,amoxicillin/clavulanic acid,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
164,5916428,dog,Surgical area DPO,,GN,burkholderia cepacia,burkholderia,R,R,R,R,,R,R,R,R,,R,,R,R,S,,R,S,,,,R,R,S,marbofloxacin,,,,,,,,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
